city,station,year,annual_avg,source_url,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
Сызрань,3.0,2018,0.92,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.32,1.3,0.14,0.23,0.33,0.04,0.48,0.8,0.88,2.3,1.6,2.6
Тольятти,2.0,2018,1.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,3.1,3.0,1.5,1.0,0.72,0.21,0.57,1.2,0.95,1.2,1.7,1.9
Ульяновск,4.0,2018,1.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,1.9,4.4,0.38,0.58,0.28,0.07,0.59,1.4,0.5,0.23,1.6,2.4
Чапаевск,1.0,2018,0.42,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.87,0.99,0.37,0.21,0.24,0.03,0.31,0.44,0.15,0.24,0.57,0.59
Южно-Сахалинск,1.0,2018,2.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,6.6,4.0,0.33,2.3,0.71,0.44,0.2,0.28,1.9,0.15,5.3,4.5
Вологда,2.0,2018,0.88,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.62,1.1,2.1,0.55,0.27,0.39,0.19,0.62,0.28,1.0,1.4,2.0
Воркута,3.0,2018,0.39,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.61,0.77,0.42,0.26,0.05,0.31,0.23,0.35,0.25,0.28,0.65,0.52
Коряжма,,2018,0.21,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.19,0.31,0.15,0.28,0.16,0.52,0.01,0.51,0.14,0.02,0.07,
Сыктывкар,9.0,2018,1.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,1.4,1.4,1.6,0.93,0.92,0.31,0.81,0.58,0.73,0.87,4.2,3.5
Ухта,1.0,2018,0.19,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.28,0.26,0.15,0.1,0.36,0.21,0.18,0.11,0.13,0.06,0.23,0.16
Череповец,2.0,2018,0.48,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.43,0.55,0.66,0.2,0.44,0.25,0.14,0.7,0.28,0.13,1.4,0.5
Кириши,4.0,2018,0.48,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.53,1.2,0.79,0.4,0.76,0.29,0.04,0.23,0.23,0.34,0.45,0.5
Надвоицы,2.0,2018,0.47,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.52,1.1,0.33,0.15,0.63,0.23,0.35,0.36,0.22,0.45,0.46,0.88
Петрозаводск,3.0,2018,0.77,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,1.9,1.2,0.13,0.5,0.64,0.24,0.53,0.3,0.24,0.84,0.93,1.8
Псков,3.0,2018,0.47,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.45,0.86,0.41,0.63,0.48,0.45,0.3,0.21,0.22,0.36,0.87,0.34
Санкт-Петербург,1.0,2018,0.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.34,0.41,0.25,0.13,0.31,0.12,0.28,0.25,0.11,0.09,0.07,0.06
Азов,2.0,2018,0.67,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.1,0.28,0.54,0.52,0.41,0.3,0.16,0.33,0.56,3.4,0.6,0.79
Астрахань,1.0,2018,0.67,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.5,0.96,0.8,0.91,0.78,0.52,0.18,0.45,0.28,0.76,1.5,0.36
Владикавказ,1.0,2018,0.24,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.06,0.4,0.24,0.27,0.2,0.29,0.23,0.65,0.06,0.08,0.03,0.36
Волгоград,3.0,2018,0.28,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.12,0.2,0.26,0.25,0.72,0.36,0.19,0.7,0.03,0.11,0.11,0.31
Волгодонск,4.0,2018,0.16,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.07,0.18,0.14,0.14,0.16,0.28,0.14,0.26,0.11,0.07,0.21,0.09
Волжский,5.0,2018,0.21,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.05,0.18,0.18,0.21,0.63,0.21,0.2,0.31,0.05,0.28,0.16,0.06
Кисловодск,,2018,0.12,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.05,0.1,0.24,0.06,0.25,0.14,0.16,0.22,0.02,0.06,0.02,0.12
Краснодар,9.0,2018,0.32,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.36,0.28,0.53,0.09,0.52,0.2,0.14,0.28,0.14,0.2,0.47,0.6
Махачкала,3.0,2018,0.19,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.14,0.26,0.06,0.25,0.33,0.19,0.12,0.5,0.04,0.07,0.19,0.15
Мин. Воды,1.0,2018,0.18,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.09,0.14,0.22,0.06,0.19,0.29,0.31,0.48,0.06,0.07,0.17,0.13
Невинномысск,3.0,2018,0.18,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.04,0.26,0.12,0.19,0.14,0.13,0.1,0.37,0.04,0.11,0.19,0.52
Новороссийск,2.0,2018,0.52,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.26,0.79,0.42,0.33,0.64,0.4,0.27,0.57,0.25,0.59,0.49,1.2
Новочеркасск,13.0,2018,,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,,,,,,,,,,,,
Пятигорск,1.0,2018,0.16,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.01,0.09,0.86,0.13,0.18,0.07,0.15,0.28,0.02,0.04,0.02,0.1
Ростов-на-Дону,52.0,2018,0.92,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,2.9,1.5,0.55,0.46,0.53,0.98,0.41,0.64,0.36,0.59,1.0,1.1
Сочи,4.0,2018,0.43,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.27,0.69,0.26,0.51,0.45,0.4,0.22,0.44,0.15,0.55,0.77,0.42
Ставрополь,7.0,2018,0.07,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.17,0.07,0.024,0.02,0.004,0.007,0.01,0.02,0.03,0.08,0.19,0.19
Таганрог,2.0,2018,0.16,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.13,0.09,0.07,0.13,0.18,0.49,0.24,0.33,0.03,0.15,0.05,0.07
Шахты,1.0,2018,0.23,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.09,0.19,0.16,0.26,0.2,0.25,0.15,0.31,0.11,0.47,0.2,0.35
Абакан,2.0,2018,5.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,6.4,8.4,4.5,1.5,0.94,1.4,0.77,0.67,0.53,1.3,12.1,29.2
Ачинск,3.0,2018,3.9,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,6.4,9.5,4.0,2.7,0.68,,1.0,0.91,0.62,0.61,7.1,8.9
Канск,1.0,2018,2.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,2.7,9.3,5.4,2.8,0.84,1.0,0.98,0.96,0.87,1.1,1.6,3.5
Красноярск,1.0,2018,6.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,8.9,17.5,7.3,6.2,1.4,1.2,2.0,2.5,3.0,6.6,4.4,17.1
Кызыл,2.0,2018,24.9,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,116.1,36.7,21.0,10.3,1.7,2.1,1.7,3.0,6.6,13.8,26.7,59.6
Лесосибирск,2.0,2018,10.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,59.5,32.0,5.6,2.7,0.8,1.1,1.4,1.4,1.8,1.8,2.8,10.6
Минусинск,2.0,2018,17.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,89.9,35.2,19.0,5.6,0.81,1.1,1.0,1.3,2.5,5.4,12.8,39.0
Назарово,1.0,2018,5.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,9.0,17.3,4.4,4.0,1.1,,0.89,0.6,0.8,1.8,4.4,11.9
Норильск,3.0,2018,0.25,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.47,0.04,0.2,0.29,0.33,0.22,0.24,0.26,0.09,0.33,0.3,0.28
Саяногорск,2.0,2018,2.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,5.5,5.3,1.7,1.4,0.45,0.53,0.79,0.61,0.46,0.86,1.5,7.1
Черногорск,2.0,2018,10.9,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,36.7,21.2,5.3,4.9,1.5,1.4,0.72,1.1,1.9,7.9,12.5,35.7
Казань,4.0,2018,0.61,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,2.0,0.8,0.44,0.36,0.52,0.51,0.55,0.57,0.41,0.29,0.22,
Набережные Челны,1.0,2018,0.24,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.17,0.34,0.15,0.46,0.32,0.14,0.44,0.48,0.14,0.07,0.09,0.1
Нижнекамск,1.0,2018,0.79,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,2.0,0.63,0.81,0.55,0.22,0.3,0.33,0.52,0.28,0.26,1.5,2.1
Брянск,2.0,2018,0.38,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.35,0.72,0.17,0.31,0.14,0.13,0.7,0.5,0.2,0.61,0.73,0.05
Воронеж,1.0,2018,0.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.16,0.54,0.09,0.19,0.23,0.11,0.55,0.48,0.31,0.23,0.5,0.19
Губкин,1.0,2018,0.41,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.56,0.62,0.2,0.39,0.21,0.16,0.34,0.49,0.39,0.53,0.55,0.47
Курск,3.0,2018,0.39,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.25,0.51,0.09,0.79,0.09,0.27,0.29,0.25,0.36,0.51,0.55,0.72
Липецк,3.0,2018,0.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.51,0.51,0.21,0.43,0.13,0.23,0.32,0.36,0.17,0.53,1.0,0.38
Орел,3.0,2018,0.43,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.68,0.61,0.38,0.32,0.12,0.36,0.39,0.34,0.4,0.45,0.66,0.46
Старый Оскол,1.0,2018,0.54,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.76,0.78,0.32,0.46,0.17,0.31,0.45,0.54,0.48,0.64,1.1,0.48
Тамбов,1.0,2018,0.47,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,1.3,0.49,0.2,0.42,0.19,1.0,0.3,0.5,0.29,0.21,0.21,0.5
Нерюнгри,3.0,2018,0.74,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.72,2.0,1.1,0.77,0.19,0.09,0.4,0.69,0.58,0.34,1.4,0.65
Якутск,1.0,2018,1.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,2.8,4.1,1.7,0.34,0.22,0.07,0.48,0.66,0.76,0.8,1.8,1.1
Благовещенск,2.0,2019,0.13,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.23,0.16,0.03,0.08,0.38,0.18,0.02,,0.13,0.02,0.04,0.13
Туймазы,1.0,2019,0.18,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.19,0.05,0.05,0.18,0.56,0.2,0.13,0.27,0.14,,0.1,0.16
Салават,1.0,2019,0.19,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.23,0.04,0.04,0.2,0.48,0.22,,0.1,0.21,0.13,0.19,0.26
Стерлитамак,2.0,2019,0.31,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.48,0.39,0.11,0.19,,0.26,0.12,0.24,0.36,0.28,0.44,0.56
Уфа,1.0,2019,1.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,2.0,1.7,0.47,0.33,1.2,,0.4,0.62,0.04,1.0,1.9,2.5
Арзамаc,1.0,2019,0.23,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.1,0.06,0.09,0.1,0.13,0.2,0.11,0.24,0.72,0.11,0.49,0.42
Дзержинск,1.0,2019,0.21,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.08,0.12,0.34,0.12,0.19,0.31,0.1,0.15,0.36,0.1,0.32,0.35
Ижевск,6.0,2019,0.24,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.82,0.12,0.07,0.07,0.32,0.36,0.02,0.16,0.64,0.01,0.16,0.11
Киров,1.0,2019,0.62,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,1.4,0.78,0.23,0.32,0.22,0.61,0.08,0.26,0.9,0.78,0.92,0.93
Кстово,1.0,2019,1.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,1.8,0.54,0.24,0.24,0.4,2.1,0.04,1.0,2.3,0.7,1.3,1.6
Кирово-Чепецк,1.0,2019,0.22,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.29,0.29,0.07,0.08,0.08,0.29,0.11,0.04,0.33,0.12,0.46,0.51
Новочебоксарск,1.0,2019,0.16,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.1,0.12,0.11,0.02,0.06,0.15,0.1,0.11,0.39,0.08,0.34,0.36
Саранск,3.0,2019,0.77,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.74,0.38,0.29,0.16,0.17,0.57,0.13,0.33,0.94,1.5,2.2,1.9
Чебоксары,3.0,2019,0.16,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.27,0.21,0.03,0.05,0.11,0.3,0.09,0.1,0.27,0.02,0.24,0.21
Барнаул,1.0,2019,1.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,1.9,7.0,1.7,1.4,1.3,0.92,0.31,0.28,0.95,1.4,1.7,2.1
Бердск,7.0,2019,0.57,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.51,2.3,0.05,0.28,0.5,0.8,0.33,0.23,0.51,,0.32,0.45
Бийск,11.0,2019,3.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,5.6,11.4,1.7,4.3,0.75,0.69,0.21,0.36,0.77,11.8,1.6,
Искитим,1.0,2019,2.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,5.9,6.6,3.3,1.5,1.1,0.41,0.59,0.48,0.92,1.8,2.6,3.8
Кемерово,1.0,2019,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,2.1,3.5,1.2,0.6,0.51,0.8,0.72,0.94,1.9,0.89,3.8,4.4
Новокузнецк,2.0,2019,2.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,3.3,13.5,2.1,1.3,1.6,2.1,0.74,0.5,1.1,1.6,1.3,2.6
Новосибирск,1.0,2019,0.54,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,1.0,1.8,0.06,0.11,0.4,0.65,0.13,0.19,0.43,0.41,0.41,0.92
Прокопьевск,5.0,2019,1.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,2.1,5.1,1.9,1.0,1.1,0.81,0.24,0.05,0.87,0.33,0.08,1.2
Томск,2.0,2019,0.52,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.79,2.2,0.15,0.45,0.49,0.77,0.29,0.07,0.5,0.17,0.1,0.25
Ангарск,25.0,2019,3.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,5.0,7.0,1.7,1.4,0.68,,0.96,1.2,2.2,2.0,6.1,7.9
Байкальск,48.0,2019,1.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,2.6,5.4,2.3,0.57,0.26,0.47,0.25,0.41,0.64,0.91,2.6,3.8
Братск,2.0,2019,2.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,4.1,4.7,1.1,0.28,0.6,0.29,0.35,0.97,1.6,3.7,5.8,9.7
Бирюсинск,2.0,2019,1.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,1.8,1.0,0.93,0.69,0.28,0.48,0.24,1.5,2.4,2.5,2.9,2.8
Зима,1.0,2019,2.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,6.9,6.5,1.8,0.55,0.44,0.02,0.12,0.05,0.91,2.3,6.8,7.4
Иркутск,2.0,2019,3.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,9.1,10.9,3.1,1.1,1.0,0.6,0.96,0.43,,,,
Култук,5.0,2019,0.53,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.83,1.2,1.0,0.22,0.23,0.15,0.33,0.17,0.63,,,
п.Листвянка,1.0,2019,2.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,11.5,4.0,1.7,0.75,0.55,0.29,0.11,0.05,0.9,2.0,3.5,3.8
Саянск,3.0,2019,14.9,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,8.5,34.1,18.5,2.9,2.5,0.67,1.3,2.5,6.3,62.7,16.4,21.9
Свирск,1.0,2019,0.95,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.17,2.4,0.47,0.2,0.22,0.23,0.19,0.38,0.48,1.4,2.2,3.1
Слюдянка,1.0,2019,2.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,6.5,7.8,2.1,0.27,0.11,0.18,0.23,0.25,1.1,1.2,4.1,4.6
Тулун,1.0,2019,5.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,12.4,11.7,3.4,1.8,0.62,1.5,0.72,0.69,1.5,3.6,12.8,15.4
Усолье-Сибирское,4.0,2019,7.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,19.5,19.7,7.1,1.6,,1.1,0.75,0.66,2.3,5.7,11.7,12.3
Усть-Илимск,2.0,2019,0.24,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.05,0.49,0.14,0.08,,,0.15,0.16,,0.14,0.36,0.58
Черемхово,6.0,2019,7.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,21.5,21.3,6.4,2.0,1.1,0.6,0.65,0.72,3.0,8.4,10.8,11.7
Шелехов,1.0,2019,3.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,8.2,9.3,2.7,2.0,1.2,2.2,1.3,0.54,2.3,,,
Калининград,1.0,2019,0.75,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,2.4,1.3,0.61,0.33,0.48,0.29,0.11,0.31,0.32,0.46,1.3,1.2
Петропавловск,3.0,2019,0.78,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,1.6,1.2,0.47,0.93,1.2,0.44,0.17,0.24,0.15,0.41,1.2,1.4
Камчатский,12.0,2019,0.56,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,1.4,0.7,0.11,0.42,0.74,0.11,0.09,0.13,0.68,0.34,0.89,1.1
Магадан,2.0,2019,0.56,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,1.3,1.4,0.61,0.41,0.66,0.09,0.11,0.08,0.39,0.23,0.91,
Армянск,1.0,2019,0.03,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.01,0.02,0.01,0.004,0.01,0.01,0.01,0.05,0.06,0.04,0.05,0.12
Керчь,2.0,2019,0.08,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.09,0.13,0.08,0.07,0.05,0.02,0.02,0.04,0.25,0.09,0.08,0.08
Красноперекопск,1.0,2019,0.07,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.05,0.04,0.1,0.22,0.3
Севастополь,1.0,2019,0.16,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.64,0.36,0.08,0.14,0.03,0.06,0.03,0.04,0.03,0.04,0.14,0.36
Симферополь,1.0,2019,0.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.8,0.62,0.48,0.16,0.09,0.08,0.12,0.06,0.08,0.07,0.2,0.83
Ялта,,2019,0.15,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.37,0.11,0.09,0.1,0.06,,,0.14,0.08,0.08,0.07,0.43
Владимир,1.0,2019,0.14,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.48,0.09,0.05,0.17,0.1,0.08,0.05,0.12,0.07,0.1,0.13,0.18
Волгореченск,1.0,2019,0.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.29,0.1,0.06,0.1,0.05,0.04,0.09,0.38,0.35,0.13,0.25,0.59
Воскресенск,1.0,2019,0.29,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.32,0.04,0.01,0.54,0.15,0.11,0.02,0.41,0.28,0.12,0.37,1.1
Иваново,1.0,2019,0.26,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.61,0.41,0.33,0.21,0.07,0.03,0.08,0.25,0.19,0.05,0.31,0.56
Калуга,2.0,2019,0.48,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.69,0.41,0.25,1.3,0.12,0.2,0.05,0.33,0.5,0.19,0.5,1.3
Кострома,3.0,2019,0.52,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.76,0.27,0.11,0.62,0.56,0.05,0.14,0.62,0.37,0.03,0.68,2.0
Коломна,5.0,2019,0.44,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.45,0.36,0.04,0.93,0.18,0.1,0.13,0.68,0.69,0.1,0.44,1.1
Клин,6.0,2019,0.55,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.4,0.55,0.27,1.5,0.6,0.21,0.46,0.51,0.55,0.09,0.38,1.1
Мытищи,1.0,2019,0.36,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.31,1.1,0.15,0.58,0.11,0.07,0.12,0.22,0.28,0.08,0.59,0.64
Новомосковск,2.0,2019,0.27,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.39,0.38,0.28,0.5,0.11,0.11,0.04,0.27,0.42,0.19,0.27,0.32
Подольск,1.0,2019,0.36,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.78,0.36,0.2,0.99,0.23,0.01,0.07,0.33,0.2,0.03,0.55,0.62
Рязань,1.0,2019,0.43,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.46,0.24,0.02,0.47,0.02,0.11,0.08,0.45,0.85,0.2,1.0,1.2
Серпухов,3.0,2019,0.24,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.63,0.16,0.02,0.33,0.03,0.05,0.05,0.3,0.14,0.25,0.43,0.5
Смоленск,5.0,2019,0.47,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.77,0.61,0.01,1.1,0.01,0.33,0.13,0.27,0.52,0.05,0.84,0.95
Тверь,1.0,2019,1.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,1.2,0.9,0.52,2.9,1.0,0.65,0.09,0.3,1.0,0.83,1.1,1.5
Тула,1.0,2019,0.15,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.21,0.19,0.05,0.31,0.17,0.05,0.02,0.09,0.12,0.04,0.2,0.32
Щелково,2.0,2019,0.31,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.97,0.27,0.06,0.74,0.05,0.11,0.12,0.25,0.3,0.06,0.4,0.42
Электросталь,3.0,2019,0.23,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.58,0.42,0.02,0.29,0.02,0.1,0.12,0.3,0.21,0.1,0.27,0.37
Ясная Поляна,1.0,2019,0.25,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.35,0.18,0.05,0.44,0.39,0.1,0.06,0.2,0.25,0.06,0.43,0.52
Омск,1.0,2019,1.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,,,,0.71,0.68,0.19,0.13,0.27,1.1,1.0,1.8,3.6
Салехард,1.0,2019,0.36,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.66,0.16,0.16,0.03,0.47,0.22,0.14,0.09,0.35,0.59,0.51,0.89
Тюмень,3.0,2019,0.75,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,1.1,1.0,0.15,0.27,0.11,0.42,0.26,0.46,2.0,0.32,1.1,1.8
Балаково,5.0,2019,0.27,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.15,0.14,0.26,0.19,0.21,0.3,0.19,0.25,0.14,0.06,0.46,0.9
Кувандик,2.0,2019,1.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,2.7,4.4,0.49,0.28,0.38,0.11,0.38,1.2,0.17,1.6,1.2,3.2
Медногорск,3.0,2019,0.66,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,1.1,2.4,0.34,0.28,0.04,0.21,0.27,0.23,0.73,0.3,0.56,1.4
